Notes,Census Division,Census Division Code,Year,Year Code,Month,Month Code,Five-Year Age Groups,Five-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Division 4: West North Central,CENS-D4,2015,2015,"Feb., 2015",2015/02,40-44 years,40-44,Female,F,67,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Feb., 2015",2015/02,40-44 years,40-44,Male,M,123,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Feb., 2015",2015/02,45-49 years,45-49,Female,F,126,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Feb., 2015",2015/02,45-49 years,45-49,Male,M,163,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Feb., 2015",2015/02,50-54 years,50-54,Female,F,239,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Feb., 2015",2015/02,50-54 years,50-54,Male,M,343,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,15-19 years,15-19,Female,F,17,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,15-19 years,15-19,Male,M,42,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,20-24 years,20-24,Female,F,20,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,20-24 years,20-24,Male,M,86,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,25-29 years,25-29,Female,F,38,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,25-29 years,25-29,Male,M,80,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,30-34 years,30-34,Female,F,49,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,30-34 years,30-34,Male,M,99,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,35-39 years,35-39,Female,F,62,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,35-39 years,35-39,Male,M,99,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,40-44 years,40-44,Female,F,89,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,40-44 years,40-44,Male,M,130,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,45-49 years,45-49,Female,F,121,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,45-49 years,45-49,Male,M,182,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,50-54 years,50-54,Female,F,237,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Mar., 2015",2015/03,50-54 years,50-54,Male,M,396,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,15-19 years,15-19,Female,F,13,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,15-19 years,15-19,Male,M,36,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,20-24 years,20-24,Female,F,25,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,20-24 years,20-24,Male,M,73,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,25-29 years,25-29,Female,F,39,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,25-29 years,25-29,Male,M,86,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,30-34 years,30-34,Female,F,49,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,30-34 years,30-34,Male,M,89,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,35-39 years,35-39,Female,F,52,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,35-39 years,35-39,Male,M,102,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,40-44 years,40-44,Female,F,88,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,40-44 years,40-44,Male,M,123,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,45-49 years,45-49,Female,F,152,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,45-49 years,45-49,Male,M,192,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,50-54 years,50-54,Female,F,234,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Apr., 2015",2015/04,50-54 years,50-54,Male,M,340,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,15-19 years,15-19,Female,F,26,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,15-19 years,15-19,Male,M,46,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,20-24 years,20-24,Female,F,26,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,20-24 years,20-24,Male,M,86,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,25-29 years,25-29,Female,F,21,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,25-29 years,25-29,Male,M,85,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,30-34 years,30-34,Female,F,56,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,30-34 years,30-34,Male,M,105,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,35-39 years,35-39,Female,F,54,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,35-39 years,35-39,Male,M,104,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,40-44 years,40-44,Female,F,91,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,40-44 years,40-44,Male,M,126,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,45-49 years,45-49,Female,F,129,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,45-49 years,45-49,Male,M,194,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,50-54 years,50-54,Female,F,250,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"May, 2015",2015/05,50-54 years,50-54,Male,M,347,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,15-19 years,15-19,Female,F,13,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,15-19 years,15-19,Male,M,27,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,20-24 years,20-24,Female,F,40,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,20-24 years,20-24,Male,M,87,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,25-29 years,25-29,Female,F,42,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,25-29 years,25-29,Male,M,85,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,30-34 years,30-34,Female,F,47,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,30-34 years,30-34,Male,M,85,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,35-39 years,35-39,Female,F,48,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,35-39 years,35-39,Male,M,109,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,40-44 years,40-44,Female,F,84,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,40-44 years,40-44,Male,M,122,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,45-49 years,45-49,Female,F,128,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,45-49 years,45-49,Male,M,187,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,50-54 years,50-54,Female,F,222,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jun., 2015",2015/06,50-54 years,50-54,Male,M,320,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,15-19 years,15-19,Female,F,21,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,15-19 years,15-19,Male,M,42,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,20-24 years,20-24,Female,F,25,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,20-24 years,20-24,Male,M,88,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,25-29 years,25-29,Female,F,36,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,25-29 years,25-29,Male,M,80,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,30-34 years,30-34,Female,F,52,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,30-34 years,30-34,Male,M,111,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,35-39 years,35-39,Female,F,53,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,35-39 years,35-39,Male,M,110,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,40-44 years,40-44,Female,F,84,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,40-44 years,40-44,Male,M,138,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,45-49 years,45-49,Female,F,131,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,45-49 years,45-49,Male,M,214,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,50-54 years,50-54,Female,F,211,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Jul., 2015",2015/07,50-54 years,50-54,Male,M,354,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,15-19 years,15-19,Female,F,24,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,15-19 years,15-19,Male,M,50,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,20-24 years,20-24,Female,F,31,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,20-24 years,20-24,Male,M,104,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,25-29 years,25-29,Female,F,28,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,25-29 years,25-29,Male,M,89,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,30-34 years,30-34,Female,F,48,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,30-34 years,30-34,Male,M,93,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,35-39 years,35-39,Female,F,38,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,35-39 years,35-39,Male,M,122,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,40-44 years,40-44,Female,F,83,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,40-44 years,40-44,Male,M,107,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,45-49 years,45-49,Female,F,116,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,45-49 years,45-49,Male,M,175,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,50-54 years,50-54,Female,F,242,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Aug., 2015",2015/08,50-54 years,50-54,Male,M,363,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,15-19 years,15-19,Female,F,27,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,15-19 years,15-19,Male,M,55,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,20-24 years,20-24,Female,F,25,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,20-24 years,20-24,Male,M,80,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,25-29 years,25-29,Female,F,24,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,25-29 years,25-29,Male,M,94,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,30-34 years,30-34,Female,F,45,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,30-34 years,30-34,Male,M,107,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,35-39 years,35-39,Female,F,40,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,35-39 years,35-39,Male,M,96,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,40-44 years,40-44,Female,F,78,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,40-44 years,40-44,Male,M,122,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,45-49 years,45-49,Female,F,121,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,45-49 years,45-49,Male,M,178,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,50-54 years,50-54,Female,F,226,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Sep., 2015",2015/09,50-54 years,50-54,Male,M,359,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,15-19 years,15-19,Female,F,10,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,15-19 years,15-19,Male,M,54,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,20-24 years,20-24,Female,F,30,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,20-24 years,20-24,Male,M,83,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,25-29 years,25-29,Female,F,51,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,25-29 years,25-29,Male,M,74,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,30-34 years,30-34,Female,F,42,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,30-34 years,30-34,Male,M,99,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,35-39 years,35-39,Female,F,44,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,35-39 years,35-39,Male,M,103,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,40-44 years,40-44,Female,F,86,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,40-44 years,40-44,Male,M,136,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,45-49 years,45-49,Female,F,136,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,45-49 years,45-49,Male,M,179,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,50-54 years,50-54,Female,F,235,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Oct., 2015",2015/10,50-54 years,50-54,Male,M,331,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Nov., 2015",2015/11,15-19 years,15-19,Female,F,23,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Nov., 2015",2015/11,15-19 years,15-19,Male,M,41,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Nov., 2015",2015/11,20-24 years,20-24,Female,F,32,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Nov., 2015",2015/11,20-24 years,20-24,Male,M,92,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Nov., 2015",2015/11,25-29 years,25-29,Female,F,42,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Nov., 2015",2015/11,25-29 years,25-29,Male,M,78,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Nov., 2015",2015/11,30-34 years,30-34,Female,F,43,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Nov., 2015",2015/11,30-34 years,30-34,Male,M,77,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Nov., 2015",2015/11,35-39 years,35-39,Female,F,61,Not Applicable,Not Applicable
,Division 4: West North Central,CENS-D4,2015,2015,"Nov., 2015",2015/11,35-39 years,35-39,Male,M,94,Not Applicable,Not Applicable
